registerNum,country1,country2,dateBegan,dateEnded,durationDays,peopleDead,peopleDisplaced,damageUsd,mainCause1,mainCause2,mainCause3,severity,affectedSqKm,magnitude,centroidX,centroidY,GDPmil,GDPrank,Income Group OECD,Region,Land Area
3795,Thailand,,3/23/11,4/10/11,19,59,84000,,Heavy Rain,,,extreme,33575.43,6.10580518,99.277,8.66649,404824,29,Upper middle income,East Asia & Pacific,513120
3794,Malaysia,,3/24/11,3/25/11,2,0,406,,Heavy Rain,,,very large,7361.19,4.344069282,101.212,4.85749,338104,35,Upper middle income,East Asia & Pacific,330800
3793,Tasmania,,3/22/11,3/28/11,7,0,500,,Heavy Rain,,,extreme,4650.1,4.813590328,147.327,-41.4217,,,,,
3792,Australia,,3/14/11,3/18/11,5,0,217,,Heavy Rain,,,extreme,114051.18,6.057099783,122.73,-18.939,1454675,12,High income: OECD,East Asia & Pacific,7741220
3791,Namibia,,3/1/11,3/18/11,18,0,4000,,Heavy Rain,,,large,47808.61,5.934778622,22.8815,-18.0384,12995,128,Upper middle income,Sub-Saharan Africa,824290
3790,Brazil,,3/12/11,3/18/11,7,10,31000,,Heavy Rain,,,very large,124445.34,6.116167938,-48.1626,-23.783,2346076,7,Upper middle income,Latin America & Caribbean,8515770
3789,Philippines,,3/14/11,3/18/11,5,9,14138,,Heavy Rain,,,very large,25963.78,5.289429184,125.091,8.10431,284777,40,Lower middle income,East Asia & Pacific,300000
3788,Lebanon,Syria,3/10/11,3/11/11,2,3,0,,Heavy Rain,Snow/Ice Melt,,large,2306.7,3.664021111,36.397,34.5222,45731,89,Upper middle income,Middle East & North Africa,10450
3787,Japan,,3/11/11,3/11/11,1,10000,200000,,Tsunami,,,extreme,4766.62,3.979240527,140.823,37.8022,4601461,3,High income: OECD,East Asia & Pacific,377962
3786,Australia,,3/7/11,3/28/11,22,1,0,,Monsoon,,,large,457221.41,7.002549239,146.658,-19.7897,1454675,12,High income: OECD,East Asia & Pacific,7741220
3785,United States,,3/7/11,3/28/11,22,1,0,,Heavy Rain,Snow/Ice Melt,,very large,1163517.11,7.584286714,-83.56,36.7798,17419000,1,High income: OECD,North America,9831510
3784,Indonesia,,3/10/11,3/11/11,2,12,750,,Heavy Rain,,,very large,41506.24,5.095234648,97.0985,4.211,888538,16,Lower middle income,East Asia & Pacific,1910930
3783,Indonesia,,2/24/11,2/26/11,3,0,4000,,Heavy Rain,,,very large,4197.8,4.276234257,115.087,-8.41426,888538,16,Lower middle income,East Asia & Pacific,1910930
3782,Bolivia,Peru,2/14/11,2/26/11,13,3,10000,,Heavy Rain,,,very large,122139.84,6.376891958,-65.5997,-16.4659,32996,98,Lower middle income,Latin America & Caribbean,1098580
3781,Peru,,2/10/11,2/26/11,17,0,300,,Heavy Rain,,,large,135202.5,6.361433644,-71.7581,-14.5325,202596,52,Upper middle income,Latin America & Caribbean,1285220
3780,Malaysia,,2/1/11,2/16/11,16,0,24000,,Heavy Rain,,,large,36529.58,5.766764662,102.77,2.65259,338104,35,Upper middle income,East Asia & Pacific,330800
3779,Afghanistan,,2/10/11,2/16/11,7,25,3000,,Snow/Ice Melt,,,large,63337.57,5.646759437,63.9941,35.0754,20038,108,Low income,South Asia,652860
3778,Lesotho,,2/1/11,2/16/11,16,26,5000,,Heavy Rain,,,large,19634.43,5.497138281,28.0783,-29.5025,2181,167,Lower middle income,Sub-Saharan Africa,30360
3777,Philippines,,2/1/11,2/4/11,4,11,2000,,Heavy Rain,,,very large,44521.72,5.426723184,124.865,7.09527,284777,40,Lower middle income,East Asia & Pacific,300000
3776,Sri Lanka,,2/1/11,2/14/11,14,14,250000,,Heavy Rain,,,very large,19891.49,5.620886611,80.5342,8.51316,78824,66,Lower middle income,South Asia,65610
3775,Bolivia,,1/30/11,1/31/11,2,31,500,,Heavy Rain,,,large,85174.87,5.231341475,-64.0418,-21.091,32996,98,Lower middle income,Latin America & Caribbean,1098580
3774,Malaysia,,1/28/11,1/31/11,4,2,20000,,Heavy Rain,,,very large,62167.77,5.57171654,104.669,-4.05208,338104,35,Upper middle income,East Asia & Pacific,330800
3773,Philippines,,1/25/11,1/31/11,7,0,32342,,Heavy Rain,,,very large,3623.61,4.580330749,125.779,9.40044,284777,40,Lower middle income,East Asia & Pacific,300000
3772,New Zealand,,1/28/11,1/31/11,4,0,0,,Hurricane/Tropical Storm,,,very large,12401.11,4.87161181,175.634,-36.617,199970,53,High income: OECD,East Asia & Pacific,267710
3771,Saudi Arabia,,1/26/11,1/31/11,6,10,0,,Heavy Rain,,,very large,30361.71,5.436568737,39.9448,21.3521,746249,19,High income: nonOECD,Middle East & North Africa,2149690
3770,Indonesia,,1/16/11,1/18/11,3,0,12000,,Heavy Rain,,,large,10402.99,4.494279436,108.26,-6.8436,888538,16,Lower middle income,East Asia & Pacific,1910930
3769,Germany,,1/7/11,1/10/11,4,0,0,,Heavy Rain,,,large,17419.69,4.843100413,7.63154,50.3468,3868291,4,High income: OECD,Europe & Central Asia,357170
3768,Sri Lanka,,1/5/11,1/18/11,14,23,325000,,Monsoon,,,extreme,22133.29,5.792204006,81.2522,7.60326,78824,66,Lower middle income,South Asia,65610
3767,South Africa,Mozambique,1/1/11,2/4/11,35,50,300,,Heavy Rain,,,very large,134636.07,6.84932073,28.407,-31.0553,350085,33,Upper middle income,Sub-Saharan Africa,1219090
3766,Brazil,,1/1/11,1/18/11,18,665,100000,,Heavy Rain,,,extreme,587384.59,7.325225049,-43.449,-18.7387,2346076,7,Upper middle income,Latin America & Caribbean,8515770
3765,Philippines,,1/1/11,1/18/11,18,53,10000,,Heavy Rain,,,extreme,10773.79,5.588671007,125.566,8.13264,284777,40,Lower middle income,East Asia & Pacific,300000
3764,Australia,,12/25/10,2/4/11,42,35,175000,,Hurricane/Tropical Storm,Monsoon,,extreme,911256.21,7.883919787,147.631,-24.7747,1454675,12,High income: OECD,East Asia & Pacific,7741220
3763,Australia,,12/17/10,12/28/10,12,0,0,,Heavy Rain,,,very large,175962.13,6.500691716,115.135,-24.6815,1454675,12,High income: OECD,East Asia & Pacific,7741220
3762,United States,,12/19/10,12/28/10,10,0,1000,,Heavy Rain,,,very large,355567.84,6.727013733,-120.733,38.8497,17419000,1,High income: OECD,North America,9831510
3761,Canada,,12/14/10,12/20/10,7,0,1000,,Heavy Rain,,,very large,19018.8,5.300372411,-67.4496,48.2618,1785387,11,High income: OECD,North America,9984670
3760,Ukraine,,12/13/10,12/17/10,5,0,4000,,Heavy Rain,,,large,23546.82,5.070902268,23.3257,48.5418,131805,60,Lower middle income,Europe & Central Asia,603550
3759,Panama,,12/8/10,12/17/10,10,10,2000,,Heavy Rain,,,very large,23750.6,5.551765845,-78.5977,8.88357,46213,88,Upper middle income,Latin America & Caribbean,75420
3758,Spain,,12/6/10,12/10/10,5,0,30,,Heavy Rain,,,large,22049.53,5.042369341,-5.86579,37.811,1381342,14,High income: OECD,Europe & Central Asia,505940
3757,India,,11/15/10,12/7/10,23,170,0,,Monsoon,,,very large,57474.5,6.297294297,78.4773,9.88679,2048517,9,Lower middle income,South Asia,3287260
3756,Greece,Albania,12/3/10,12/17/10,15,1,0,,Heavy Rain,,,large,27315.31,5.612497393,21.4697,40.1067,235574,45,High income: OECD,Europe & Central Asia,131960
3755,Serbia and Montenegro,Montenegro,12/1/10,12/17/10,17,3,30000,,Heavy Rain,,,extreme,101737.38,6.538959466,20.7292,44.0151,,,,,
3754,Venezuela,,11/25/10,12/20/10,26,30,60000,,Heavy Rain,,,very large,180760.53,6.848168213,-66.9385,9.77646,381286,31,High income: nonOECD,Latin America & Caribbean,912050
3753,Morocco,,11/29/10,11/30/10,2,30,0,,Heavy Rain,,,extreme,70791.19,5.452039204,-7.83745,32.5114,110009,61,Lower middle income,Middle East & North Africa,446550
3752,Australia,,11/27/10,12/20/10,24,5,3000,,Heavy Rain,,,extreme,832001.36,7.601365274,147.388,-29.8384,1454675,12,High income: OECD,East Asia & Pacific,7741220
3751,Vietnam,,11/2/10,11/27/10,26,143,1000000,,Heavy Rain,,,extreme,45583.59,6.374811869,108.003,15.1821,186205,55,Lower middle income,East Asia & Pacific,330972
3750,Colombia,,11/15/10,12/20/10,36,250,800000,,Heavy Rain,,,very large,1140146.22,7.789354312,-72.9604,4.11351,377740,32,Upper middle income,Latin America & Caribbean,1141749
3749,United Kingdom,,11/16/10,11/20/10,5,0,0,,Heavy Rain,,,very large,8727.83,4.815967542,-3.5777,50.7875,2988893,5,High income: OECD,Europe & Central Asia,243610
3748,Belgium,,11/12/10,11/15/10,4,3,0,,Heavy Rain,,,very large,8458.94,4.705467195,4.35761,50.8534,531547,25,High income: OECD,Europe & Central Asia,30530
3747,Ghana,,11/5/10,11/11/10,7,0,2600,,Heavy Rain,,,very large,4567.71,4.680887822,-0.809999,8.28,38617,92,Lower middle income,Sub-Saharan Africa,238540
3746,Italy,,11/8/10,11/11/10,4,0,300,,Heavy Rain,,,extreme,18725.85,5.175531527,11.1382,45.1256,2141161,8,High income: OECD,Europe & Central Asia,301340
3745,Sri Lanka,,11/11/10,11/27/10,17,2,300000,,Monsoon,,,very large,11880.4,5.481371244,80.3046,7.27459,78824,66,Lower middle income,South Asia,65610
3744,Indonesia,,11/2/10,11/5/10,4,15,0,,Heavy Rain,,,large,23685.01,4.976533564,121.614,-8.67221,888538,16,Lower middle income,East Asia & Pacific,1910930
3743,Malaysia,,11/1/10,11/5/10,5,0,40000,,Heavy Rain,,,large,44792.72,5.35017744,101.922,5.61628,338104,35,Upper middle income,East Asia & Pacific,330800
3742,Haiti,,11/5/10,11/10/10,6,0,0,,Hurricane/Tropical Storm,,,very large,39742.27,5.553495179,-75.8813,20.4766,8713,142,Low income,Latin America & Caribbean,27750
3741,Chad,,10/1/10,11/5/10,36,0,0,,Heavy Rain,,,very large,8249.26,5.648808752,15.21,11.205,13922,124,Low income,Sub-Saharan Africa,1284000
3740,Costa Rica,,11/1/10,11/5/10,5,17,1000,,Heavy Rain,Landslides/Avalanches,,very large,10440.04,4.893763426,-83.3055,9.0735,49553,82,Upper middle income,Latin America & Caribbean,51100
3739,Vietnam,,10/30/10,11/5/10,7,18,35000,,Heavy Rain,,,large,33659.75,5.372208926,108.92,12.5176,186205,55,Lower middle income,East Asia & Pacific,330972
3738,Philippines,,11/2/10,11/5/10,4,9,0,,Heavy Rain,Landslides/Avalanches,,very large,15301.91,4.962896894,121.76,17.7145,284777,40,Lower middle income,East Asia & Pacific,300000
3737,Thailand,,10/10/10,11/15/10,37,206,0,,Heavy Rain,,,extreme,3873.76,5.45736443,102.195,15.03,404824,29,Upper middle income,East Asia & Pacific,513120
3736,China,,10/16/10,10/19/10,4,0,100000,,Heavy Rain,,,very large,24954,5.175291421,109.833,19.2123,10354832,2,Upper middle income,East Asia & Pacific,9562911
3735,Russia,,10/16/10,10/19/10,4,13,0,,Heavy Rain,,,very large,7522.87,4.654534807,43.425,45.09,1860598,10,High income: nonOECD,Europe & Central Asia,17098250
3734,Australia,,10/15/10,10/19/10,5,0,0,,Heavy Rain,,,large,21254.7,5.026424984,144.27,-30.555,1454675,12,High income: OECD,East Asia & Pacific,7741220
3733,Vietnam,,10/15/10,10/21/10,7,112,3000,,Heavy Rain,,,very large,109613.58,6.061053661,105.524,16.7052,186205,55,Lower middle income,East Asia & Pacific,330972
3732,Bangladesh,,10/1/10,10/12/10,12,15,500000,,Heavy Rain,Storm/Tidal Surge,,very large,29265.76,5.721632312,91.035,24.21,172887,56,Lower middle income,South Asia,148460
3731,Australia,,10/9/10,10/12/10,4,0,100,,Heavy Rain,,,very large,4896.01,4.467993547,151.02,-27.36,1454675,12,High income: OECD,East Asia & Pacific,7741220
3730,Benin,,9/12/10,11/15/10,65,272,2000,,Heavy Rain,,,very large,26788.65,6.416955444,5.31,4.86,9575,140,Low income,Sub-Saharan Africa,114760
3729,China,,10/4/10,10/12/10,9,0,200000,,Heavy Rain,,,extreme,3978.3,4.854970035,110.025,18.9,10354832,2,Upper middle income,East Asia & Pacific,9562911
3728,Mexico,,10/1/10,10/6/10,6,0,0,,Heavy Rain,,,large,23269.99,5.144947447,-92.0198,17.9576,1294690,15,Upper middle income,Latin America & Caribbean,1964380
3727,Vietnam,,10/2/10,10/12/10,11,149,150000,,Heavy Rain,,,very large,11136.58,5.264235785,105.3,16.83,186205,55,Lower middle income,East Asia & Pacific,330972
3726,Indonesia,,10/2/10,10/6/10,5,84,0,,Heavy Rain,,,very large,31988.88,5.380060298,132.811,-1.22352,888538,16,Lower middle income,East Asia & Pacific,1910930
3725,Jamaica,,9/20/10,9/30/10,11,5,0,,Hurricane/Tropical Storm,,,very large,6786.59,5.049135557,-77.2932,18.1978,13891,125,Upper middle income,Latin America & Caribbean,10990
3724,Uganda,,9/26/10,9/30/10,5,0,600,,Heavy Rain,,,very large,3303.97,4.394097359,32.715,1.305,26998,104,Low income,Sub-Saharan Africa,241550
3723,Thailand,,9/20/10,9/30/10,11,2,0,,Heavy Rain,,,very large,14080.23,5.366093693,100.35,14.445,404824,29,Upper middle income,East Asia & Pacific,513120
3722,United States,,9/22/10,9/30/10,9,0,0,,Heavy Rain,,,extreme,3873.19,4.843341307,-90.18,44.01,17419000,1,High income: OECD,North America,9831510
3721,Mexico,,9/18/10,9/30/10,13,19,0,,Hurricane/Tropical Storm,,,extreme,98327.2,6.40764702,-87.57,14.4,1294690,15,Upper middle income,Latin America & Caribbean,1964380
3720,Canada,,9/25/10,9/28/10,4,0,720,,Heavy Rain,,,extreme,45780.38,5.56376938,-126.67,50.9015,1785387,11,High income: OECD,North America,9984670
3719,Taiwan,,9/18/10,9/20/10,3,0,0,,Hurricane/Tropical Storm,,,extreme,6726.25,4.605924255,120.701,22.4293,,,,,
3718,India,,9/18/10,9/20/10,3,0,0,,Monsoon,,,large,11289.64,4.529801348,87.75,25.695,2048517,9,Lower middle income,South Asia,3287260
3717,India,,9/18/10,9/30/10,13,88,15000,,Monsoon,,,very large,38537.96,5.875923333,82.845,26.73,2048517,9,Lower middle income,South Asia,3287260
3716,Bangladesh,,9/9/10,9/30/10,22,0,140000,,Monsoon,,,very large,7364.9,5.385680794,89.64,25.425,172887,56,Lower middle income,South Asia,148460
3715,Nigeria,,9/13/10,9/30/10,18,40,10000,,Heavy Rain,Dam Failure,,very large,8694.6,5.370613371,4.5,12.78,568508,22,Lower middle income,Sub-Saharan Africa,923770
3714,Chad,,8/15/10,9/17/10,34,24,70000,,Heavy Rain,,,very large,38021.99,6.287605019,14.625,11.385,13922,124,Low income,Sub-Saharan Africa,1284000
3713,India,,9/5/10,9/17/10,13,1,30000,,Heavy Rain,,,very large,12555.81,5.388879347,92.25,26.235,2048517,9,Lower middle income,South Asia,3287260
3712,India,,9/1/10,9/17/10,17,0,78000,,Monsoon,,,very large,15951.54,5.609342798,80.055,16.29,2048517,9,Lower middle income,South Asia,3287260
3711,United States,,9/7/10,9/11/10,5,8,0,,Hurricane/Tropical Storm,,,large,15031.48,4.875971748,-97.065,28.89,17419000,1,High income: OECD,North America,9831510
3710,India,,9/5/10,9/28/10,24,0,12500,,Heavy Rain,,,large,10843.63,5.415385932,76.05,25.965,2048517,9,Lower middle income,South Asia,3287260
3709,Mauritania,,8/19/10,8/21/10,3,0,4000,,Heavy Rain,,,very large,11046.27,4.696428168,-7.65,16.245,5061,154,Lower middle income,Sub-Saharan Africa,1030700
3708,Australia,,9/1/10,9/15/10,15,0,10000,,Heavy Rain,,,extreme,7093.05,5.327954276,143.325,-38.07,1454675,12,High income: OECD,East Asia & Pacific,7741220
3707,Mexico,,8/15/10,10/6/10,53,100,50000,,Hurricane/Tropical Storm,,,extreme,14761.29,6.194430178,-92.25,17.91,1294690,15,Upper middle income,Latin America & Caribbean,1964380
3706,Sudan,,8/1/10,9/20/10,51,0,57135,,Heavy Rain,,,very large,58589.17,6.651478781,29.115,9.855,73815,70,Lower middle income,Sub-Saharan Africa,1879357.5
3705,North Korea,,8/26/10,9/1/10,7,0,35000,,Heavy Rain,,,very large,305.538,3.506254531,124.965,40.365,  ,0,Low income,East Asia & Pacific,120540
3704,Burma/Myanmar,,8/1/10,9/1/10,32,0,20000,,Heavy Rain,,,large,4327.09,5.141345907,95.49,20.88,64330,72,Lower middle income,East Asia & Pacific,676590
3703,Niger,,8/1/10,9/10/10,41,1,5000,,Heavy Rain,,,extreme,619077.86,7.705559125,14.0074,13.6058,8169,144,Low income,Sub-Saharan Africa,1267000
3702,United States,,8/10/10,8/11/10,2,1,1000,,Heavy Rain,,,large,8257.4,4.217873319,-93.4672,42.3135,17419000,1,High income: OECD,North America,9831510
3701,North Korea,,7/27/10,8/8/10,13,0,17000,,Heavy Rain,,,large,51188.84,5.82311864,125.713,39.5887,  ,0,Low income,East Asia & Pacific,120540
3700,India,,8/6/10,8/8/10,3,150,180,,Heavy Rain,,,very large,145020.41,5.814641642,76.1256,33.5267,2048517,9,Lower middle income,South Asia,3287260
3699,China,,7/27/10,8/11/10,16,65,180,,Heavy Rain,,,very large,442536.33,7.026160172,99.9857,37.8435,10354832,2,Upper middle income,East Asia & Pacific,9562911
3698,Germany,,7/27/10,8/8/10,13,15,3000,,Heavy Rain,,,very large,45883.94,5.951695315,13.9953,51.4677,3868291,4,High income: OECD,Europe & Central Asia,357170
3697,Afghanistan,,7/27/10,8/3/10,8,65,180,,Heavy Rain,,,large,176799.06,6.150569939,68.8594,35.2106,20038,108,Low income,South Asia,652860
3696,Pakistan,,7/27/10,11/15/10,112,1750,10000000,,Monsoon,,,extreme,129691.63,7.463159967,73.2579,33.3634,243632,44,Lower middle income,South Asia,796100
3695,Burkina Faso,,7/21/10,7/25/10,5,14,20000,,Heavy Rain,,,large,160792.23,5.905235063,-1.38925,12.9425,12542,131,Low income,Sub-Saharan Africa,274220
3694,Saudi Arabia,,7/23/10,7/25/10,3,14,0,,Heavy Rain,,,large,346152.85,6.016389166,41.9223,21.515,746249,19,High income: nonOECD,Middle East & North Africa,2149690
3693,Vietnam,,7/23/10,7/25/10,3,8,12400,,Hurricane/Tropical Storm,,,large,68318.98,5.311662628,105.951,22.1069,186205,55,Lower middle income,East Asia & Pacific,330972
3692,China,,7/23/10,8/3/10,12,1100,300000,,Monsoon,,,extreme,1049485.12,7.401187527,111.074,31.5774,10354832,2,Upper middle income,East Asia & Pacific,9562911
3691,Indonesia,,7/23/10,7/25/10,3,21,15000,,Heavy Rain,,,large,106460.15,5.504308328,114.972,-2.14107,888538,16,Lower middle income,East Asia & Pacific,1910930
3690,Nepal,,7/25/10,7/25/10,1,12,0,,Heavy Rain,,,large,132628.58,5.12263712,84.7848,28.3526,19770,109,Low income,South Asia,147180
3689,United States,,7/25/10,7/25/10,1,1,500,,Dam Failure,Heavy Rain,,large,214908.29,5.332253169,-91.0026,41.0582,17419000,1,High income: OECD,North America,9831510
3688,China,,7/21/10,7/23/10,3,1,15000,,Hurricane/Tropical Storm,,,very large,10513.16,4.674945788,114.01,22.6733,10354832,2,Upper middle income,East Asia & Pacific,9562911
3687,Pakistan,,7/21/10,7/23/10,3,60,0,,Heavy Rain,,,very large,14176.85,4.804792258,66.9459,30.5059,243632,44,Lower middle income,South Asia,796100
3686,Philippines,,7/12/10,7/15/10,4,23,0,,Hurricane/Tropical Storm,,,very large,34784.5,5.319537015,121.468,17.096,284777,40,Lower middle income,East Asia & Pacific,300000
3685,Yemen,,7/10/10,7/15/10,6,15,0,,Heavy Rain,,,very large,176263.75,6.200405515,47.918,16.7388,35955,93,Lower middle income,Middle East & North Africa,527970
3684,Mexico,,7/1/10,7/14/10,14,0,0,,Heavy Rain,,,very large,68346.59,6.156936146,-100.55,25.5767,1294690,15,Upper middle income,Latin America & Caribbean,1964380
3683,Sudan,,7/10/10,8/11/10,33,33,10000,,Heavy Rain,,,very large,100438.85,6.69650693,36.6717,18.7493,73815,70,Lower middle income,Sub-Saharan Africa,1879357.5
3682,India,,7/12/10,7/14/10,3,0,5000,,Monsoon,,,large,192748.71,5.762112735,86.1983,25.5869,2048517,9,Lower middle income,South Asia,3287260
3681,China,,7/7/10,7/23/10,17,0,10000,,Heavy Rain,,,very large,235548.21,6.778619989,115.886,29.1384,10354832,2,Upper middle income,East Asia & Pacific,9562911
3680,Japan,,7/12/10,7/13/10,2,0,0,,Heavy Rain,,,large,78651.79,5.196738607,133.643,34.6901,4601461,3,High income: OECD,East Asia & Pacific,377962
3679,Bangladesh,,7/1/10,7/13/10,13,0,600000,,Monsoon,,,large,24987.26,5.511661988,90.0355,23.9949,172887,56,Lower middle income,South Asia,148460
3678,China,,7/1/10,7/15/10,15,600,2400000,,Heavy Rain,,,large,575176.16,6.935892136,113.171,28.0056,10354832,2,Upper middle income,East Asia & Pacific,9562911
3677,Saudi Arabia,,7/10/10,7/12/10,3,7,85,,Heavy Rain,,,large,55999.09,5.225302224,41.1722,20.6067,746249,19,High income: nonOECD,Middle East & North Africa,2149690
3676,China,,7/6/10,7/13/10,8,15,0,,Heavy Rain,,,large,396656.67,6.501504749,97.1282,39.4866,10354832,2,Upper middle income,East Asia & Pacific,9562911
3675,Moldova,,7/5/10,7/7/10,3,0,2000,,Heavy Rain,,,large,12206.49,4.563712054,27.9665,46.8243,7962,145,Lower middle income,Europe & Central Asia,33850
3674,India,,7/5/10,7/15/10,11,98,523000,,Monsoon,,,large,147437.23,6.209999848,74.7785,30.1895,2048517,9,Lower middle income,South Asia,3287260
3673,Canada,,7/2/10,7/6/10,5,0,0,,Heavy Rain,,,very large,86589.82,5.8125281,-103.836,51.8657,1785387,11,High income: OECD,North America,9984670
3672,Ukraine,,6/27/10,7/2/10,6,2,0,,Heavy Rain,,,very large,34504.42,5.492117241,24.7926,48.5898,131805,60,Lower middle income,Europe & Central Asia,603550
3671,Mexico,,6/30/10,7/7/10,8,6,50000,,Hurricane/Tropical Storm,,,extreme,209024.88,6.524317965,-100.417,24.3112,1294690,15,Upper middle income,Latin America & Caribbean,1964380
3670,Dominican Republic,,6/25/10,6/27/10,3,0,0,,Heavy Rain,,,large,15731.6,4.67389415,-70.3928,19.2545,64138,73,Upper middle income,Latin America & Caribbean,48670
3669,Liberia,,6/25/10,6/27/10,3,12,0,,Heavy Rain,,,large,183842.33,5.74156677,-7.15018,6.01301,2013,168,Low income,Sub-Saharan Africa,111370
3668,Taiwan,,6/25/10,6/27/10,3,0,0,,Heavy Rain,,,large,1399.49,3.623091054,121.606,24.9491,,,,,
3667,Brazil,,6/22/10,6/30/10,9,50,150000,,Heavy Rain,,,extreme,320129.49,6.760598188,-37.7816,-6.35589,2346076,7,Upper middle income,Latin America & Caribbean,8515770
3666,Pakistan,,6/22/10,6/24/10,3,46,0,,Heavy Rain,,,large,9325.99,4.4468162,72.0792,36.027,243632,44,Lower middle income,South Asia,796100
3665,Bosnia and Herzegovina,,6/22/10,6/26/10,5,46,0,,Heavy Rain,,,large,28641.6,5.15596728,17.705,43.9872,18286,111,Upper middle income,Europe & Central Asia,51210
3664,Romania,,6/22/10,7/12/10,21,23,17500,,Heavy Rain,,,extreme,56733.12,6.377085958,23.1853,46.0793,199044,54,Upper middle income,Europe & Central Asia,238390
3663,Ghana,,6/22/10,6/26/10,5,30,0,,Heavy Rain,,,large,150908.11,5.877682584,-0.981038,7.93162,38617,92,Lower middle income,Sub-Saharan Africa,238540
3662,Burma/Myanmar,,6/15/10,6/26/10,12,60,0,,Monsoon,,,large,94869.51,6.056307904,94.0105,22.2804,64330,72,Lower middle income,East Asia & Pacific,676590
3661,France,,6/16/10,6/17/10,2,19,0,,Heavy Rain,,,extreme,7699.78,4.488538308,6.59134,43.4973,2829192,6,High income: OECD,Europe & Central Asia,549087
3660,Spain,,6/11/10,6/13/10,3,2,0,,Heavy Rain,,,very large,6135.21,4.441041946,-6.21639,43.3544,1381342,14,High income: OECD,Europe & Central Asia,505940
3659,United States,,6/11/10,6/11/10,1,20,0,,Heavy Rain,,,extreme,12234.56,4.388618351,-94.0948,34.5778,17419000,1,High income: OECD,North America,9831510
3658,Pakistan,,6/6/10,6/7/10,2,23,4000,,Hurricane/Tropical Storm,,,large,59028.73,5.072093435,67.9052,25.1175,243632,44,Lower middle income,South Asia,796100
3657,Hungary,,5/29/10,6/11/10,14,0,3000,,Heavy Rain,,,large,174970.1,6.389091876,19.7971,49.6716,138347,59,High income: OECD,Europe & Central Asia,93030
3656,Philippines,,5/29/10,6/1/10,4,27,0,,Heavy Rain,,,large,22339.98,4.951142771,125.3,6.77841,284777,40,Lower middle income,East Asia & Pacific,300000
3655,Canada,,5/29/10,5/31/10,3,0,0,,Heavy Rain,,,large,25787.99,4.888538748,-97.7891,49.8757,1785387,11,High income: OECD,North America,9984670
3654,New Zealand,,5/25/10,5/31/10,7,0,0,,Heavy Rain,,,extreme,25183.14,5.547237916,169.918,-45.1567,199970,53,High income: OECD,East Asia & Pacific,267710
3653,Guatemala,,5/18/10,5/24/10,7,172,94000,,Hurricane/Tropical Storm,,,extreme,68697.09,5.983066376,-89.5636,14.0752,58827,76,Lower middle income,Latin America & Caribbean,108890
3652,India,,5/18/10,5/24/10,7,27,50000,,Heavy Rain,,,large,63171.41,5.645618611,79.4844,15.2182,2048517,9,Lower middle income,South Asia,3287260
3651,China,,5/15/10,6/28/10,45,379,2370000,,Monsoon,,,very large,234212.72,7.198914251,115.483,26.4442,10354832,2,Upper middle income,East Asia & Pacific,9562911
3650,India,,5/15/10,6/26/10,43,0,10000,,Monsoon,,,very large,23813.35,6.18638021,93.1226,26.6381,2048517,9,Lower middle income,South Asia,3287260
3649,Sri Lanka,,5/8/10,5/23/10,16,20,75000,,Heavy Rain,,,large,19207.85,5.487598738,80.5904,6.83965,78824,66,Lower middle income,South Asia,65610
3648,Czech Republic,,5/15/10,5/24/10,10,12,0,,Heavy Rain,,,extreme,121758.8,6.386530355,19.644,49.7736,205270,51,High income: OECD,Europe & Central Asia,78870
3647,Pakistan,,5/8/10,5/23/10,16,0,0,,Heavy Rain,,,large,6706.99,5.030647641,73.3855,35.5882,243632,44,Lower middle income,South Asia,796100
3646,Kenya,,5/8/10,5/24/10,17,100,70000,,Heavy Rain,,,very large,196057.68,6.69892404,36.0032,1.50224,60937,75,Lower middle income,Sub-Saharan Africa,580370
3645,Indonesia,,5/8/10,5/10/10,3,0,0,,Heavy Rain,,,large,24518.72,4.866619049,121.994,-3.87599,888538,16,Lower middle income,East Asia & Pacific,1910930
3644,Tajikistan,,5/6/10,5/8/10,3,24,400,20000000,Heavy Rain,,,large,23137.24,4.841432806,69.4972,38.2211,9242,141,Lower middle income,Europe & Central Asia,142550
3643,Afghanistan,,5/4/10,5/14/10,11,70,40000,,Heavy Rain,,,large,65810.91,5.859690581,62.2514,34.3839,20038,108,Low income,South Asia,652860
3642,Yemen,,5/5/10,5/6/10,2,7,0,,Heavy Rain,,,large,38889.73,4.890864924,44.3104,14.0344,35955,93,Lower middle income,Middle East & North Africa,527970
3641,United States,,5/1/10,5/4/10,4,30,8000,,Heavy Rain,,,large,79123.97,5.500368061,-87.2776,36.0678,17419000,1,High income: OECD,North America,9831510
3640,Indonesia,,4/16/10,5/2/10,17,0,0,,Heavy Rain,,,large,103901.84,6.24707216,113.972,-2.68196,888538,16,Lower middle income,East Asia & Pacific,1910930
3639,Namibia,,4/16/10,4/21/10,6,0,11000,,Heavy Rain,,,large,64627.58,5.588569144,23.2312,-18.6942,12995,128,Upper middle income,Sub-Saharan Africa,824290
3638,China,,4/20/10,4/21/10,2,0,0,,Heavy Rain,,,large,19903.73,4.599964467,111.13,25.1481,10354832,2,Upper middle income,East Asia & Pacific,9562911
3637,Cuba,,4/17/10,4/21/10,5,0,84,,Heavy Rain,,,large,10657.92,4.72664246,-75.3832,20.2623,77150,67,Upper middle income,Latin America & Caribbean,109880
